4886409,20 089627,275 BATES AVE ,275,BATES,,Zoning,11/4/2020 0:00,103272,PARISIJU,No,No,No,No,, 
4886799,20 090017,1794 SELBY AVE ,1794,SELBY,,Zoning,11/5/2020 0:00,144386,YANGKAO,No,No,No,No,, 
4880371,20 083585,1268 BERKELEY AVE ,1268,BERKELEY,,Zoning,10/14/2020 0:00,135077,PARISIJU,No,No,No,No,, 
4891667,20 094886,680 SNELLING AVE N,680,SNELLING,N,Zoning,11/24/2020 0:00,206345,OSORIO,No,No,No,No,, 
4827542,20 030739,318 FRONT AVE ,318,FRONT,,Zoning,5/1/2020 0:00,208395,KOSKIKE,No,No,No,No,, 
4826092,20 029289,865 LAWSON AVE E,865,LAWSON,E,Zoning,4/27/2020 0:00,127134,KOSKIKE,No,No,No,No,, 
4833867,20 037066,865 LAWSON AVE E,865,LAWSON,E,Zoning,5/26/2020 0:00,127134,PARISIJU,No,No,No,No,, 
4799354,20 002489,1231 PIERCE BUTLER ROUTE ,1231,PIERCE BUTLER,,Zoning,1/2/2020 0:00,119865,OSORIO,No,No,No,No,, 
4899308,20 102420,61 DALE ST N,61,DALE,N,Zoning,12/30/2020 0:00,154206,PARISIJU,No,No,No,No,, 
4868535,20 071743,880 CASE AVE ,880,CASE,,Zoning,9/4/2020 0:00,134042,KOSKIKE,No,No,No,No,, 
4887370,20 090588,5 7TH ST W,5,7TH,W,Zoning,11/9/2020 0:00,233795,KOSKIKE,No,No,No,No,, 
4813347,20 016529,246 SNELLING AVE S,246,SNELLING,S,Zoning,2/28/2020 0:00,822864,KOSKIKE,No,No,No,No,, 
4817813,20 020999,1999 BURNS AVE ,1999,BURNS,,Zoning,3/19/2020 0:00,237848,PARISIJU,No,No,No,No,, 
4872003,20 075214,728 LARPENTEUR AVE E,728,LARPENTEUR,E,Zoning,9/17/2020 0:00,186873,OSORIO,No,No,No,No,, 
4861401,20 064608,540 WHEELOCK PKWY E,540,WHEELOCK,E,Zoning,8/12/2020 0:00,196174,KOSKIKE,No,No,No,No,, 
4848571,20 051777,411 BIDWELL ST ,411,BIDWELL,,Zoning,7/14/2020 0:00,157891,PARISIJU,No,No,No,No,, 
