9/29/2020,ENV-20-18772,Vegetation,"2013 ROGER St, SOUTH BEND IN 46628",2013 ROGER,Closed,
9/29/2020,ENV-20-18771,Litter,"2230 ROGER St, SOUTH BEND IN 46628",2230 ROGER,Closed,
9/29/2020,ENV-20-18770,Grass and Weeds,"511 N JOHNSON St, SOUTH BEND IN 46628",511 N JOHNSON,Closed,
9/29/2020,ENV-20-18769,Grass and Weeds,"2102 BERTRAND St, SOUTH BEND IN 46628",2102 BERTRAND,Review Case for Collections,
9/29/2020,ENV-20-18768,Litter,"2310 BERTRAND St, SOUTH BEND IN 46628",2310 BERTRAND,Closed,
9/29/2020,HSG-20-00143,Sub-standard Housing,"732 E VICTORIA St, SOUTH BEND IN 46614",732 E VICTORIA,In Violation,
9/29/2020,ENV-20-18767,Litter,"2113 KENWOOD Ave, SOUTH BEND IN 46625",2113 KENWOOD,Review Case for Collections,
9/29/2020,ENV-20-18766,Litter,"710 CUSHING St, SOUTH BEND IN 46616",710 CUSHING,Review Case for Collections,
9/29/2020,ENV-20-18765,Litter,"2101 KENWOOD Ave, SOUTH BEND IN 46628",2101 KENWOOD,Closed,
9/29/2020,ENV-20-18764,Grass and Weeds,"710 CUSHING St, SOUTH BEND IN 46616",710 CUSHING,Review Case for Collections,
9/29/2020,ENV-20-18763,Litter,"2007 KENWOOD Ave, SOUTH BEND IN 46628",2007 KENWOOD,Closed,
9/29/2020,ENV-20-18762,Vegetation,"612 CUSHING St, SOUTH BEND IN 46616",612 CUSHING,Review Case for Collections,
9/29/2020,ENV-20-18761,Litter,"615 N SCOTT St, SOUTH BEND IN 46616",615 N SCOTT,Review Case for Collections,
9/29/2020,ENV-20-18760,Litter,"1115 N JOHNSON St, SOUTH BEND IN 46628",1115 N JOHNSON,Closed,
9/29/2020,ENV-20-18759,Litter,"612 CUSHING St, SOUTH BEND IN 46616",612 CUSHING,Review Case for Collections,
9/29/2020,ENV-20-18758,Litter,"1958 N JOHNSON St, SOUTH BEND IN 46628",1958 N JOHNSON,Closed,
9/29/2020,ENV-20-18757,Litter,"2119 BERGAN St, SOUTH BEND IN 46628",2119 BERGAN,Closed,
9/29/2020,HSG-20-00142,Sub-standard Housing,"2020 HIGH St, SOUTH BEND IN 46613",2020 HIGH,Repair Order Affirmed,
9/29/2020,ENV-20-18756,Vegetation,"1802 LEER St, SOUTH BEND IN 46613",1802 LEER,Closed,
9/29/2020,HSG-20-00141,Sub-standard Housing,"702 HANEY Ave, SOUTH BEND IN 46613",702 HANEY,Repair Order Affirmed,
9/29/2020,ENV-20-18755,Litter,"411 CAMDEN St, SOUTH BEND IN 46619",411 CAMDEN,Closed,
9/29/2020,ENV-20-18754,Litter,"1725 HUEY St, SOUTH BEND IN 46628",1725 HUEY,Closed,
9/29/2020,ENV-20-18753,Grass and Weeds,"1604 LONGLEY Ave, SOUTH BEND IN 46628",1604 LONGLEY,Review Case for Collections,
9/29/2020,ENV-20-18752,Grass and Weeds,"1602 LONGLEY Ave, SOUTH BEND IN 46628",1602 LONGLEY,Review Case for Collections,
9/29/2020,ENV-20-18751,Litter,"611 BIRDSELL St, SOUTH BEND IN 46628",611 BIRDSELL,Closed,
9/29/2020,ENV-20-18750,Litter,"1325 RANDOLPH St, SOUTH BEND IN 46613",1325 RANDOLPH,Closed,
9/29/2020,ENV-20-18749,Litter,"327 BIRDSELL St, SOUTH BEND IN 46628",327 BIRDSELL,Review Case for Collections,
9/29/2020,ENV-20-18748,Litter,"1758 OBRIEN St, SOUTH BEND IN 46628",1758 OBRIEN,Closed,
9/29/2020,ENV-20-18747,Vegetation,"1819 LINDEN Ave, SOUTH BEND IN 46628",1819 LINDEN,Review Case for Collections,
9/29/2020,ENV-20-18746,Grass and Weeds,"1815 LINDEN Ave, SOUTH BEND IN 46628",1815 LINDEN,Review Case for Collections,
9/29/2020,ENV-20-18745,Grass and Weeds,"201 S LOGAN St, SOUTH BEND IN 46615",201 S LOGAN,Closed,
9/29/2020,ENV-20-18744,Litter,"216 S SAINT PETER St, SOUTH BEND IN 46617",216 S SAINT PETER,Review Case for Collections,
9/29/2020,ENV-20-18743,Litter,"206 N BROOKFIELD St, SOUTH BEND IN 46628",206 N BROOKFIELD,Closed,
9/29/2020,ENV-20-18742,Litter,"115 E SOUTH St, SOUTH BEND IN 46624",115 E SOUTH,Closed,
9/29/2020,ENV-20-18741,Litter,"1331 RANDOLPH St, SOUTH BEND IN 46613",1331 RANDOLPH,Closed,
9/29/2020,ENV-20-18740,Grass and Weeds,"1016 CLOVER St, SOUTH BEND IN 46615",1016 CLOVER,Closed,
9/29/2020,ENV-20-18739,Grass and Weeds,"1019 CLOVER St, SOUTH BEND IN 46615",1019 CLOVER,Closed,
9/29/2020,HSG-20-00140,Sub-standard Housing,"926 E CALVERT St, SOUTH BEND IN 46613",926 E CALVERT,Repair Order Affirmed,
9/29/2020,ENV-20-18738,Litter,"1707 N OLIVE St, SOUTH BEND IN 46628",1707 N OLIVE,Closed,
9/29/2020,HSG-20-00139,Sub-standard Housing,"930 E CALVERT St, SOUTH BEND IN 46613",930 E CALVERT,Closed,
9/29/2020,ENV-20-18737,Litter,"1602 FREMONT St, SOUTH BEND IN 46628",1602 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18736,Grass and Weeds,"1505 FREMONT St, SOUTH BEND IN 46628",1505 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18735,Litter,"1526 FREMONT St, SOUTH BEND IN 46628",1526 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18734,Litter,"623 S SAINT JOSEPH St, SOUTH BEND IN 46601",623 S SAINT JOSEPH,Closed,
9/29/2020,ENV-20-18733,Grass and Weeds,"623 S SAINT JOSEPH St, SOUTH BEND IN 46601",623 S SAINT JOSEPH,Closed,
9/29/2020,ENV-20-18732,Vegetation,"623 S SAINT JOSEPH St, SOUTH BEND IN 46601",623 S SAINT JOSEPH,Closed,
9/29/2020,ENV-20-18731,Grass and Weeds,"1137 N OLIVE St, SOUTH BEND IN 46628",1137 N OLIVE,Review Case for Collections,
9/29/2020,ENV-20-18730,Grass and Weeds,"1130 N OLIVE St, SOUTH BEND IN 46628",1130 N OLIVE,Closed,
9/29/2020,ENV-20-18729,Vegetation,"1130 N OLIVE St, SOUTH BEND IN 46628",1130 N OLIVE,Closed,
9/29/2020,ENV-20-18728,Litter,"902 ALLEN St, SOUTH BEND IN 46616",902 ALLEN,Closed,
9/29/2020,ENV-20-18727,Litter,"1102 FREMONT St, SOUTH BEND IN 46628",1102 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18726,Vegetation,"1102 FREMONT St, SOUTH BEND IN 46628",1102 FREMONT,Notice Sent to Owner,
9/29/2020,ENV-20-18725,Vegetation,"1101 N OLIVE St, SOUTH BEND IN 46628",1101 N OLIVE,Closed,
9/29/2020,ENV-20-18724,Grass and Weeds,"104 S 33RD St, SOUTH BEND IN 46615",104 S 33RD,Closed,
9/29/2020,ENV-20-18723,Litter,"214 N WELLINGTON St, SOUTH BEND IN 46619",214 N WELLINGTON,Closed,
9/29/2020,ENV-20-18722,Grass and Weeds,"418 S 27TH St, SOUTH BEND IN 46615",418 S 27TH,Closed,
9/29/2020,ENV-20-18721,Litter,"411 S 27TH St, SOUTH BEND IN 46615",411 S 27TH,Closed,
9/29/2020,ENV-20-18720,Grass and Weeds,"2424 KELLER St, SOUTH BEND IN 46628",2424 KELLER,Review Case for Collections,
9/29/2020,ENV-20-18719,Vegetation,"1617 FREMONT St, SOUTH BEND IN 46628",1617 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18718,Grass and Weeds,"1333 E CALVERT St, SOUTH BEND IN 46613",1333 E CALVERT,Closed,
9/29/2020,ENV-20-18717,Litter,"1617 FREMONT St, SOUTH BEND IN 46628",1617 FREMONT,Review Case for Collections,
9/29/2020,ENV-20-18716,Grass and Weeds,"1025 S TWYCKENHAM Dr, SOUTH BEND IN 46615",1025 S TWYCKENHAM,Closed,
9/29/2020,ENV-20-18715,Litter,"1111 S TWYCKENHAM Dr, SOUTH BEND IN 46615",1111 S TWYCKENHAM,Closed,
9/29/2020,ENV-20-18714,Litter,"1726 S TWYCKENHAM Dr, SOUTH BEND IN 46613",1726 S TWYCKENHAM,Closed,
9/29/2020,ENV-20-18713,Litter,"2504 KELLER St, SOUTH BEND IN 46628",2504 KELLER,Closed,
9/29/2020,ENV-20-18712,Litter,"1654 N MEADE St, SOUTH BEND IN 46628",1654 N MEADE,Review Case for Collections,
9/29/2020,ENV-20-18711,Litter,"1621 FREMONT St, SOUTH BEND IN 46628",1621 FREMONT,Closed,
9/29/2020,ENV-20-18710,Grass and Weeds,"1229 N MEADE St, SOUTH BEND IN 46628",1229 N MEADE,Closed,
9/29/2020,ENV-20-18709,Grass and Weeds,"2611 HUMBOLDT St, SOUTH BEND IN 46628",2611 HUMBOLDT,Closed,
9/29/2020,ENV-20-18708,Litter,"2611 HUMBOLDT St, SOUTH BEND IN 46628",2611 HUMBOLDT,Closed,
9/29/2020,ENV-20-18707,Vegetation,"2611 HUMBOLDT St, SOUTH BEND IN 46628",2611 HUMBOLDT,Review Case for Collections,
9/29/2020,ENV-20-18706,Litter,"1224 N KALEY St, SOUTH BEND IN 46628",1224 N KALEY,Closed,
9/29/2020,ENV-20-18705,Litter,"1215 RANDOLPH St, SOUTH BEND IN 46613",1215 RANDOLPH,Closed,
9/29/2020,ENV-20-18704,Litter,"1218 E DAYTON St, SOUTH BEND IN 46613",1218 E DAYTON,Closed,
9/29/2020,ENV-20-18703,Litter,"1134 N KALEY St, SOUTH BEND IN 46628",1134 N KALEY,Review Case for Collections,
9/29/2020,ENV-20-18702,Litter,"1124 N KALEY St, SOUTH BEND IN 46613",1124 N KALEY,Closed,
9/29/2020,ENV-20-18701,Litter,"3103 HILLTOP Dr, SOUTH BEND IN 46614",3103 HILLTOP,Closed,
9/29/2020,ENV-20-18700,Litter,"1252 CORBY Blvd, SOUTH BEND IN 46617",1252 CORBY,Review Case for Collections,
9/29/2020,ENV-20-18699,Litter,"715 W WAYNE St, SOUTH BEND IN 46617",715 W WAYNE,Closed,
9/29/2020,ENV-20-18698,Litter,"604 PRESTON Dr, SOUTH BEND IN 46615",604 PRESTON,Closed,
9/29/2020,ENV-20-18697,Vegetation,"710 HOOSE Ct, SOUTH BEND IN 46628",710 HOOSE,Closed,
9/29/2020,ENV-20-18696,Litter,"710 HOOSE Ct, SOUTH BEND IN 46628",710 HOOSE,Closed,
9/29/2020,ENV-20-18695,Vegetation,"717 W WAYNE St, SOUTH BEND IN 46601",717 W WAYNE,Closed,
9/29/2020,ENV-20-18694,Litter,"717 W WAYNE St, SOUTH BEND IN 46601",717 W WAYNE,Closed,
9/29/2020,ENV-20-18693,Litter,"929 WHITEHALL Dr, SOUTH BEND IN 46615",929 WHITEHALL,Closed,
9/29/2020,ENV-20-18692,Litter,"3517 CORBY Blvd, SOUTH BEND IN 46615",3517 CORBY,Closed,
9/29/2020,ENV-20-18691,Litter,"234 CHAPIN St, Unit A, SOUTH BEND IN 46601",234 CHAPIN,Closed,
9/29/2020,ENV-20-18690,Grass and Weeds,"2013 LEER St, SOUTH BEND IN 46613",2013 LEER,Closed,
9/29/2020,ENV-20-18689,Litter,"314 E BOWMAN St, SOUTH BEND IN 46613",314 E BOWMAN,Review Case for Collections,
9/29/2020,ENV-20-18688,Litter,"1152 MANCHESTER Dr, SOUTH BEND IN 46615",1152 MANCHESTER,Closed,
9/29/2020,ENV-20-18687,Grass and Weeds,"2017 LEER St, SOUTH BEND IN 46614",2017 LEER,Closed,
9/29/2020,ENV-20-18686,Litter,"3114 REXFORD Dr, SOUTH BEND IN 46615",3114 REXFORD,Closed,
9/29/2020,ENV-20-18685,Litter,"3038 REXFORD Dr, SOUTH BEND IN 46615",3038 REXFORD,Closed,
9/29/2020,ENV-20-18684,Litter,"2519 MACARTHUR Ave, SOUTH BEND IN 46615",2519 MACARTHUR,Closed,
9/29/2020,ENV-20-18683,Litter,"1158 E DONALD St, SOUTH BEND IN 46613",1158 E DONALD,Closed,
9/28/2020,ENV-20-18682,Litter,"634 PENNSYLVANIA Ave, SOUTH BEND IN 46601",634 PENNSYLVANIA,Closed,
9/28/2020,ENV-20-18681,Litter,"1509 VIRGINIA St, SOUTH BEND IN 46613",1509 VIRGINIA,Closed,
9/28/2020,ENV-20-18680,Litter,"501 STUDEBAKER St, SOUTH BEND IN 46628",501 STUDEBAKER,Closed,
9/28/2020,ENV-20-18679,Litter,"2408 ERSKINE Blvd, SOUTH BEND IN 46614",2408 ERSKINE,Review Case for Collections,
9/28/2020,ENV-20-18678,Litter,"514 STUDEBAKER St, SOUTH BEND IN 46628",514 STUDEBAKER,Closed,
9/28/2020,ENV-20-18677,Grass and Weeds,"1203 E INDIANA Ave, SOUTH BEND IN 46613",1203 E INDIANA,Review Case for Collections,
9/28/2020,ENV-20-18676,Litter,"1503 LEER St, SOUTH BEND IN 46613",1503 LEER,Closed,
9/28/2020,ENV-20-18675,Litter,"1637 LINCOLN Way W, SOUTH BEND IN 466282642",1637 LINCOLN ay,Closed,
9/28/2020,HSG-20-00138,Sub-standard Housing,"115 E LASALLE Ave, SOUTH BEND IN 46601",115 E LASALLE,Repair Agreement Signed,
9/28/2020,ENV-20-18674,Litter,"1709 SIBLEY Ave, SOUTH BEND IN 46619",1709 SIBLEY,Review Case for Collections,
9/28/2020,ENV-20-18673,Litter,"1416 LINDEN Ave, SOUTH BEND IN 46628",1416 LINDEN,Review Case for Collections,
9/28/2020,ENV-20-18672,Litter,"1418 LINDEN Ave, SOUTH BEND IN 46628",1418 LINDEN,Closed,
9/28/2020,HSG-20-00137,Sub-standard Housing,"1416 FASSNACHT Ave, SOUTH BEND IN 46628",1416 FASSNACHT,Closed,
9/28/2020,ENV-20-18671,Litter,"728 PORTAGE Ave, SOUTH BEND IN 46635",728 PORTAGE,Review Case for Collections,
9/28/2020,ENV-20-18670,Litter,"2333 KENWOOD Ave, SOUTH BEND IN 46624",2333 KENWOOD,Review Case for Collections,
9/28/2020,ENV-20-18669,Litter,"2329 KENWOOD Ave, SOUTH BEND IN 46628",2329 KENWOOD,Review Case for Collections,
9/28/2020,ENV-20-18668,Grass and Weeds,"1645 OBRIEN St, SOUTH BEND IN 46628",1645 OBRIEN,Review Case for Collections,
9/28/2020,ENV-20-18667,Grass and Weeds,"1642 N ELMER St, SOUTH BEND IN 46628",1642 N ELMER,Closed,
9/28/2020,ENV-20-18666,Grass and Weeds,"1637 N ELMER St, SOUTH BEND IN 46628",1637 N ELMER,Review Case for Collections,
9/28/2020,ENV-20-18665,Grass and Weeds,"1016 N OLIVE St, SOUTH BEND IN 46613",1016 N OLIVE,Review Case for Collections,
9/28/2020,ENV-20-18664,Vegetation,"3210 PLEASANT St, SOUTH BEND IN 46615",3210 PLEASANT,Closed,
9/28/2020,ENV-20-18663,Grass and Weeds,"1014 N OLIVE St, SOUTH BEND IN 46628",1014 N OLIVE,Review Case for Collections,
9/28/2020,ENV-20-18662,Litter,"1307 S 33RD St, SOUTH BEND IN 46615",1307 S 33RD,Closed,
9/28/2020,ENV-20-18661,Litter,"2405 LINCOLN Way W, SOUTH BEND IN 466281915",2405 LINCOLN ay,Review Case for Collections,
9/28/2020,ENV-20-18660,Grass and Weeds,"1307 S 33RD St, SOUTH BEND IN 46615",1307 S 33RD,Closed,
9/28/2020,ENV-20-18659,Litter,"1306 JOYCE Dr, SOUTH BEND IN 46616",1306 JOYCE,Closed,
9/28/2020,ENV-20-18658,Litter,"913 BEALE St, SOUTH BEND IN 46616",913 BEALE,Closed,
9/28/2020,ENV-20-18657,Litter,"1021 ROOSEVELT St, SOUTH BEND IN 46616",1021 ROOSEVELT,Closed,
9/28/2020,ENV-20-18656,Grass and Weeds,"2517 PRAST Blvd, SOUTH BEND IN 46628",2517 PRAST,Review Case for Collections,
9/28/2020,ENV-20-18655,Litter,"1025 W ROSE St, SOUTH BEND IN 46616",1025 W ROSE,Closed,
9/28/2020,ENV-20-18654,Litter,"1028 KINYON St, SOUTH BEND IN 46616",1028 KINYON,Closed,
9/28/2020,ENV-20-18653,Litter,"1031 N QUEEN St, SOUTH BEND IN 46628",1031 N QUEEN,Closed,
9/28/2020,ENV-20-18652,Grass and Weeds,"1102 KINYON St, SOUTH BEND IN 46616",1102 KINYON,Closed,
9/28/2020,ENV-20-18651,Vegetation,"2021 W HAMILTON, SOUTH BEND IN 46628",2021 W,Closed,
9/28/2020,ENV-20-18650,Grass and Weeds,"5515 ABSHIRE Dr, SOUTH BEND IN 46614",5515 ABSHIRE,Closed,
9/28/2020,ENV-20-18649,Litter,"1158 E CALVERT St, SOUTH BEND IN 46613",1158 E CALVERT,Closed,
9/28/2020,ENV-20-18648,Litter,"1202 QUEEN St, SOUTH BEND IN 46616",1202 QUEEN,Closed,
9/28/2020,ENV-20-18647,Litter,"2226 LONGLEY Ave, SOUTH BEND IN 46628",2226 LONGLEY,Closed,
9/28/2020,ENV-20-18646,Litter,"1905 LINDEN Ave, SOUTH BEND IN 46628",1905 LINDEN,Closed,
9/28/2020,ENV-20-18645,Litter,"513 S 26TH St, SOUTH BEND IN 46615",513 S 26TH,Closed,
9/28/2020,ENV-20-18644,Grass and Weeds,"2123 LINDEN Ave, SOUTH BEND IN 46628",2123 LINDEN,Review Case for Collections,
9/28/2020,ENV-20-18643,Litter,"1317 S 31 St, SOUTH BEND IN 46615",1317 S 31,Closed,
9/28/2020,ENV-20-18642,Litter,"2206 KENWOOD Ave, SOUTH BEND IN 46637",2206 KENWOOD,Closed,
9/28/2020,ENV-20-18641,Vegetation,"621 S 32ND St, SOUTH BEND IN 46615",621 S 32ND,Closed,
9/28/2020,ENV-20-18640,Litter,"722 N JOHNSON St, SOUTH BEND IN 46628",722 N JOHNSON,Closed,
9/28/2020,ENV-20-18639,Litter,"639 N BROOKFIELD St, SOUTH BEND IN 46628",639 N BROOKFIELD,Review Case for Collections,
9/28/2020,ENV-20-18638,Litter,"504 N MAIN St, SOUTH BEND IN 46601",504 N MAIN,Review Case for Collections,
9/28/2020,ENV-20-18637,Grass and Weeds,"2530 BONDS Ave, SOUTH BEND IN 46628",2530 BONDS,Closed,
9/28/2020,ENV-20-18636,Grass and Weeds,"1009 N MEADE St, SOUTH BEND IN 46628",1009 N MEADE,Closed,
9/28/2020,ENV-20-18635,Litter,"1018 S 34TH St, SOUTH BEND IN 46615",1018 S 34TH,Closed,
9/28/2020,ENV-20-18634,Grass and Weeds,"3001 WESTMOOR St, SOUTH BEND IN 46628",3001 WESTMOOR,Closed,
9/28/2020,ENV-20-18633,Grass and Weeds,"3002 FREDERICKSON St, SOUTH BEND IN 46628",3002 FREDERICKSON,Closed,
9/28/2020,ENV-20-18632,Grass and Weeds,"716 MARQUETTE Ave, SOUTH BEND IN 46617",716 MARQUETTE,Closed,
9/28/2020,ENV-20-18631,Grass and Weeds,"747 W NORTH SHORE Dr, SOUTH BEND IN 46617",747 W NORTH SHORE,Closed,
9/28/2020,ENV-20-18630,Grass and Weeds,"735 W NORTH SHORE Dr, SOUTH BEND IN 46617",735 W NORTH SHORE,Closed,
9/28/2020,ENV-20-18629,Grass and Weeds,"1401 N BENDIX Dr, SOUTH BEND IN 46628",1401 N BENDIX,Closed,
9/28/2020,ENV-20-18628,Grass and Weeds,"837 W NORTH SHORE Dr, SOUTH BEND IN 46617",837 W NORTH SHORE,Review Case for Collections,
9/25/2020,ENV-20-18627,Grass and Weeds,"126 N WALNUT St, SOUTH BEND IN 46601",126 N WALNUT,Review Case for Collections,
9/25/2020,ENV-20-18626,Litter,"1430 MINER St, SOUTH BEND IN 46617",1430 MINER,Closed,
9/25/2020,ENV-20-18625,Litter,"126 HANEY Ave, SOUTH BEND IN 46618",126 HANEY,Closed,
9/25/2020,ENV-20-18624,Litter,"806 S 26TH St, SOUTH BEND IN 46615",806 S 26TH,Review Case for Collections,
9/25/2020,ENV-20-18623,Litter,"701 N JOHNSON St, SOUTH BEND IN 46628",701 N JOHNSON,Review Case for Collections,
9/25/2020,ENV-20-18622,Litter,"706 OBRIEN St, SOUTH BEND IN 46628",706 OBRIEN,Review Case for Collections,
9/25/2020,SEC-20-00202,Secure Property,"2005 BERGAN St, SOUTH BEND IN 46628",2005 BERGAN,Closed,
9/25/2020,ENV-20-18621,Vegetation,"636 OBRIEN St, SOUTH BEND IN 46628",636 OBRIEN,Review Case for Collections,
9/25/2020,ENV-20-18620,Litter,"636 OBRIEN St, SOUTH BEND IN 46628",636 OBRIEN,Review Case for Collections,
9/25/2020,ENV-20-18619,Grass and Weeds,"1508 W WESTERN Ave, SOUTH BEND IN 46619",1508 W WESTERN,Review Case for Collections,
9/25/2020,ENV-20-18618,Grass and Weeds,"1520 W HURON St, SOUTH BEND IN 46615",1520 W HURON,Closed,
9/25/2020,ENV-20-18617,Grass and Weeds,"1508 W WESTERN Ave, SOUTH BEND IN 46619",1508 W WESTERN,Closed,
9/25/2020,ENV-20-18616,Litter,"1614 FREMONT St, SOUTH BEND IN 46628",1614 FREMONT,Closed,
9/25/2020,ENV-20-18615,Grass and Weeds,"3113 BOYNTON Ave, SOUTH BEND IN 46615",3113 BOYNTON,Closed,
9/25/2020,ENV-20-18614,Grass and Weeds,"3108 BOYNTON Ave, SOUTH BEND IN 46615",3108 BOYNTON,Closed,
9/25/2020,ENV-20-18613,Grass and Weeds,"3108 BOYNTON Ave, SOUTH BEND IN 46615",3108 BOYNTON,Closed,
9/25/2020,ENV-20-18612,Litter,"3012 EDISON Rd, SOUTH BEND IN 46615",3012 EDISON,Closed,
9/25/2020,ENV-20-18611,Litter,"428 N SUNNYSIDE Ave, SOUTH BEND IN 46617",428 N SUNNYSIDE,Closed,
9/25/2020,ENV-20-18610,Grass and Weeds,"916 GREENVIEW Ave, SOUTH BEND IN 46619",916 GREENVIEW,Review Case for Collections,
9/25/2020,ENV-20-18609,Litter,"2217 KENWOOD Ave, SOUTH BEND IN 46628",2217 KENWOOD,Closed,
9/25/2020,ENV-20-18608,Litter,"2217 KENWOOD Ave, SOUTH BEND IN 46628",2217 KENWOOD,Closed,
9/25/2020,ENV-20-18607,Grass and Weeds,"2318 ROGER St, SOUTH BEND IN 46628",2318 ROGER,Closed,
9/25/2020,ENV-20-18606,Litter,"2017 W SAMPLE St, SOUTH BEND IN 46619",2017 W SAMPLE,Closed,
9/25/2020,ENV-20-18605,Vegetation,"2017 W SAMPLE St, SOUTH BEND IN 46619",2017 W SAMPLE,Closed,
9/25/2020,ENV-20-18604,Grass and Weeds,"2213 ROGER St, SOUTH BEND IN 46628",2213 ROGER,Closed,
9/25/2020,ENV-20-18603,Grass and Weeds,"2204 ROGER St, SOUTH BEND IN 46628",2204 ROGER,Closed,
9/25/2020,ENV-20-18602,Grass and Weeds,"823 S BROOKFIELD, SOUTH BEND IN 46619",823 S,Review Case for Collections,
9/25/2020,ENV-20-18601,Litter,"4115 W WASHINGTON St, SOUTH BEND IN 46619",4115 W WASHINGTON,Closed,
9/25/2020,ENV-20-18600,Vegetation,"827 PULASKI St, SOUTH BEND IN 46619",827 PULASKI,Closed,
9/25/2020,ENV-20-18599,Litter,"827 PULASKI St, SOUTH BEND IN 46619",827 PULASKI,Closed,
9/25/2020,ENV-20-18598,Litter,"1801 W SAMPLE St, SOUTH BEND IN 46617",1801 W SAMPLE,Closed,
9/25/2020,ENV-20-18597,Litter,"203 N ALBERT Ave, SOUTH BEND IN 46619",203 N ALBERT,Closed,
9/25/2020,ENV-20-18596,Vegetation,"839 S JACKSON St, SOUTH BEND IN 46619",839 S JACKSON,Closed,
9/25/2020,ENV-20-18595,Grass and Weeds,"2118 S WARREN St, SOUTH BEND IN 46613",2118 S WARREN,Closed,
9/25/2020,ENV-20-18594,Grass and Weeds,"1715 DUNHAM St, SOUTH BEND IN 46619",1715 DUNHAM,Review Case for Collections,
9/25/2020,ENV-20-18593,Litter,"2118 S WARREN St, SOUTH BEND IN 46613",2118 S WARREN,Hearing Scheduled,
9/25/2020,ENV-20-18592,Grass and Weeds,"1706 DUNHAM St, SOUTH BEND IN 46619",1706 DUNHAM,Review Case for Collections,
9/25/2020,ENV-20-18591,Grass and Weeds,"1708 DUNHAM St, SOUTH BEND IN 46619",1708 DUNHAM,Review Case for Collections,
9/25/2020,ENV-20-18590,Grass and Weeds,"1635 DUNHAM St, SOUTH BEND IN 46619",1635 DUNHAM,Closed,
9/25/2020,ENV-20-18589,Grass and Weeds,"1614 DUNHAM St, SOUTH BEND IN 46619",1614 DUNHAM,Review Case for Collections,
9/25/2020,ENV-20-18588,Litter,"1516 FISHER St, SOUTH BEND IN 46619",1516 FISHER,Closed,
9/25/2020,ENV-20-18587,Vegetation,"1514 FISHER St, SOUTH BEND IN 46619",1514 FISHER,Review Case for Collections,
9/25/2020,ENV-20-18586,Vegetation,"1512 FISHER St, SOUTH BEND IN 46619",1512 FISHER,Review Case for Collections,
9/25/2020,ENV-20-18585,Litter,"5005 LINDENWOOD Dr W, SOUTH BEND IN 46637",5005 LINDENOOD Dr,Closed,
9/25/2020,ENV-20-18584,Grass and Weeds,"718 HARRIS St, SOUTH BEND IN 46619",718 HARRIS,Review Case for Collections,
9/25/2020,ENV-20-18583,Grass and Weeds,"1344 FORD St, SOUTH BEND IN 46619",1344 FORD,Closed,
9/25/2020,ENV-20-18582,Grass and Weeds,"1358 FISHER St, SOUTH BEND IN 46619",1358 FISHER,Review Case for Collections,
9/25/2020,ENV-20-18581,Vegetation,"1321 W SAMPLE St, SOUTH BEND IN 46619",1321 W SAMPLE,Closed,
9/25/2020,ENV-20-18580,Litter,"1323 W SAMPLE St, SOUTH BEND IN 46619",1323 W SAMPLE,Closed,
9/25/2020,ENV-20-18579,Grass and Weeds,"1323 W SAMPLE St, SOUTH BEND IN 46619",1323 W SAMPLE,Closed,
9/25/2020,ENV-20-18578,Vegetation,"1327 W SAMPLE St, SOUTH BEND IN 46619",1327 W SAMPLE,Review Case for Collections,
9/25/2020,ENV-20-18577,Grass and Weeds,"1327 W SAMPLE St, SOUTH BEND IN 46619",1327 W SAMPLE,Review Case for Collections,
9/25/2020,ENV-20-18576,Litter,"2005 BERGAN St, SOUTH BEND IN 46628",2005 BERGAN,Closed,
9/25/2020,ENV-20-18575,Litter,"424 CAMDEN St, SOUTH BEND IN 46619",424 CAMDEN,Closed,
9/25/2020,ENV-20-18574,Grass and Weeds,"2232 BERTRAND St, SOUTH BEND IN 46628",2232 BERTRAND,Review Case for Collections,
9/25/2020,ENV-20-18574,Grass and Weeds,"2232 BERTRAND St, SOUTH BEND IN 46628",2232 BERTRAND,Review Case for Collections,
9/25/2020,ENV-20-18573,Litter,"440 CAMDEN St, SOUTH BEND IN 46619",440 CAMDEN,Closed,
9/25/2020,ENV-20-18572,Litter,"1534 MEDORA St, SOUTH BEND IN 46628",1534 MEDORA,Closed,
9/25/2020,ENV-20-18571,Grass and Weeds,"1534 MEDORA St, SOUTH BEND IN 46628",1534 MEDORA,Closed,
9/25/2020,ENV-20-18570,Litter,"811 S ARNOLD St, SOUTH BEND IN 46619",811 S ARNOLD,Review Case for Collections,
9/25/2020,ENV-20-18569,Litter,"1405 PORTAGE Ave, SOUTH BEND IN 0",1405 PORTAGE,Closed,
9/25/2020,ENV-20-18568,Grass and Weeds,"715 E INDIANA Ave, SOUTH BEND IN 46613",715 E INDIANA,Closed,
9/24/2020,ENV-20-18567,Litter,"415 SHERMAN Ave, SOUTH BEND IN 46616",415 SHERMAN,Closed,
9/24/2020,ENV-20-18566,Litter,"518 S WARREN St, SOUTH BEND IN 46619",518 S WARREN,Closed,
9/24/2020,ENV-20-18565,Litter,"2206 MIAMI St, SOUTH BEND IN 46613",2206 MIAMI,Closed,
